origin_iata,dest_iata,annual_pax
CSG,SAT,16
CSG,SAV,88
CSG,XNA,168
CSN,LAX,7
CT1,HYA,6
CT1,PWM,1
CT1,WVL,4
CT5,DXR,16
CT6,NYS,4
CT7,PNN,2
CTH,DRO,2
CTH,ERI,2
CTH,SJU,2
CVG,DAB,156
CVG,DAL,62
CVG,DAY,112
CVG,DCA,203820
CVG,DEN,517479
CVG,DFW,522908
CVG,DLH,83
CVG,DSM,571
CVG,DTW,186948
CVG,ELD,1
CVG,EWR,258349
CVG,EYW,22880
CVG,FAR,63
CVG,FLL,228210
CVG,FOE,271
CVG,FTW,151
CVG,GNV,76
CVG,GPT,1573
CVG,GRR,283
CVG,GSO,140
CVG,GSP,404
CVG,HOU,522
CVG,HPN,449
CVG,HRL,7
CVG,HSV,62
CVG,IAD,138956
CVG,IAH,201474
CVG,IDA,93
CVG,IFP,523
CVG,IND,1780
CVG,INT,72
CVG,JAX,39494
CVG,JFK,212947
CVG,LAS,222289
CVG,LAX,119661
CVG,LBB,792
CVG,LEX,234
CVG,LGA,315185
CVG,LGB,65
CVG,LRD,6
CVG,MCI,651
CVG,MCO,528407
CVG,MDT,197
CVG,MDW,158461
CVG,MEM,172
CVG,MHK,594
CVG,MIA,194540
CVG,MKC,516
CVG,MKE,508
CVG,MLB,2936
CVG,MSN,59
CVG,MSO,198
CVG,MSP,286458
CVG,MSY,23754
CVG,MYR,35332
CVG,OKC,524
CVG,OMA,213
CVG,ORD,479546
CVG,ORF,6312
CVG,PBI,22672
CVG,PGD,95982
CVG,PHL,196250
CVG,PHX,163722
CVG,PIA,45
CVG,PIE,108410
CVG,PIT,1177
CVG,PNS,11936
CVG,PVD,13166
CVG,PVU,146
CVG,PWM,5799
CVG,RDU,58089
CVG,RFD,285
CVG,RIC,1
CVG,ROA,55
CVG,ROC,5
CVG,RSW,223142
CVG,SAN,12636
CVG,SAT,236
CVG,SAV,44634
CVG,SDF,752
CVG,SEA,198689
CVG,SFB,99806
CVG,SFO,30973
CVG,SJC,158
CVG,SJU,318
CVG,SLC,204365
CVG,SNA,159
CVG,SRQ,68710
CVG,STL,402
CVG,SYR,75
CVG,TLH,85
CVG,TPA,274624
CVG,TUL,155
CVG,TUS,381
CVG,TYS,116
CVG,USA,59
CVG,VPS,114639
CVG,XNA,404
CVN,DEN,11185
CVN,DFW,12498
CVO,PUW,28
CWA,DCA,1452
CWA,IFP,2609
CWA,LAN,48
CWA,MCO,15453
CWA,MLI,85
CWA,MSN,55
CWA,MSP,84482
CWA,OMA,539
CWA,ORD,75888
CWA,ORF,64
CWA,RHI,57
CWA,RNO,179
CWF,EGE,4
CWF,LAS,6
CWF,OGD,326
CWF,SLC,242
CXF,ENN,21
CXF,FAI,11221
CXF,HKB,1257
CXF,HUS,1
CXF,KBC,2
CXF,PPC,10
CXF,RMP,1
CXF,SCC,3
CXF,WCR,16
CXL,HHR,71
CXL,SNA,4
CYF,DLG,4
CYF,HPB,36
CYF,KKH,67
CYF,KOT,8
CYF,KPN,2951
CYF,KUK,36
CYF,KWK,74
CYF,KWT,30
CYF,MLL,4
CYF,MYU,77
CYF,NME,114
CYF,NUP,78
CYF,OOK,234
CYF,PKA,4
CYF,PTU,11
CYF,TNK,19
CYF,WNA,12
CYF,WTL,46
CYF,WWT,89
CYS,DEN,53321
CYS,GEG,251
CYS,MCI,146
CYS,OKC,140
CYS,ONT,231
CYS,PVU,160
CZN,TKJ,258
DAB,DCA,3180
DAB,DFW,325
DAB,DSM,225
DAB,DTW,697
DAB,EWR,453
DAB,FLL,357
DAB,FYV,63
DAB,GNV,206
DAB,GPT,5509
DAB,HPN,2659
DAB,HVN,31103
DAB,ILG,5331
DAB,JAN,277
DAB,JAX,343
DAB,JFK,265
DAB,LGA,465
DAB,MCO,1393
DAB,MGM,300
DAB,MIA,168
DAB,MLB,138
DAB,MLU,276
DAB,MYR,60
DAB,OMA,30
DAB,OPF,16
DAB,PBI,70
DAB,PVD,80
DAB,RIC,155
DAB,SPG,12
DAB,SWO,86
DAB,SYR,117
DAG,HHR,12
DAL,DCA,428722
DAL,DEN,827280
DAL,DFW,76
DAL,DSI,5734
DAL,DSM,352
DAL,DTW,1814
DAL,DWH,3
DAL,ECP,170243
DAL,EFD,88
DAL,ELP,400202
DAL,EWR,483
DAL,FAT,3048
DAL,FLL,199188
DAL,FRG,82
DAL,FSD,356
DAL,GEG,2709
DAL,GGG,10
DAL,GLH,1
DAL,GNV,38
DAL,GRR,300
DAL,GSP,267
DAL,GUC,7374
DAL,HDN,22028
DAL,HOB,8
DAL,HOU,926731
DAL,HPN,179
DAL,HRL,71248
DAL,HSV,90
DAL,IAD,517
DAL,IAH,100108
DAL,IND,186665
DAL,IPL,4
DAL,ISP,500
DAL,JAN,262
DAL,JAX,42053
DAL,JFK,230
DAL,LAL,132
DAL,LAS,771449
DAL,LAX,475854
DAL,LBB,355927
DAL,LBL,2
DAL,LGA,400416
DAL,LGB,179703
DAL,LIT,228367
DAL,LOT,9
DAL,MAF,271392
DAL,MCI,449653
DAL,MCO,704280
DAL,MDT,618
DAL,MDW,575238
DAL,MEM,127716
DAL,MIA,124824
DAL,MKC,196
DAL,MKE,108037
DAL,MSO,840
DAL,MSP,22046
DAL,MSY,516673
DAL,MTJ,21987
DAL,MYR,10591
DAL,OAK,193360
DAL,OKC,9068
DAL,OMA,106830
DAL,ONT,112853
DAL,OPF,9742
DAL,ORD,256648
DAL,ORF,21027
DAL,PBI,1433
DAL,PDX,45030
DAL,PGV,215
DAL,PHL,14775
DAL,PHX,779168
DAL,PIE,130
DAL,PIT,93601
DAL,PNS,119115
DAL,PRB,12
DAL,PSC,7
DAL,PSP,31915
DAL,PUB,7
DAL,PVD,4543
DAL,PVU,330
DAL,RDU,116339
DAL,RIC,316
DAL,RNO,20057
DAL,RSW,38084
DAL,SAF,74
DAL,SAN,393633
DAL,SAT,597987
DAL,SAV,92220
DAL,SBA,53
DAL,SCE,556
DAL,SCF,2344
DAL,SDF,35229
DAL,SEA,109616
DAL,SEF,1
DAL,SFB,331
DAL,SFO,6780
DAL,SHV,117
DAL,SJC,164809
DAL,SLC,184575
DAL,SMF,163538
DAL,SNA,90572
DAL,SRQ,33778
DAL,SSF,14
DAL,STL,463562
DAL,SUS,5
DAL,SWF,145
DAL,SYR,234
DAL,T4X,5
DAL,TCL,69
DAL,TEB,20
DAL,TLH,169
DAL,TN8,46
DAL,TPA,341352
DAL,TSM,4006
DAL,TUL,232420
DAL,TUS,28453
DAL,TVC,79
DAL,TYS,355
DAL,UOX,10
DAL,USA,339
DAL,VGT,4
DAL,VLD,193
DAL,VNY,14
DAL,VPS,107728
DAL,XNA,163
DAY,DCA,117822
DAY,DEN,49363
DAY,DFW,177228
DAY,DSM,122
DAY,DTW,561
DAY,EWR,177
DAY,FNL,121
DAY,FWA,193
DAY,GFK,179
DAY,GPT,2580
DAY,GRR,25
DAY,GSP,204
DAY,HOU,69
DAY,HPN,151
DAY,IAD,66632
DAY,IFP,356
DAY,IND,239
DAY,JFK,64
DAY,LAS,77
DAY,LGA,47334
DAY,MAF,65
DAY,MCI,53
DAY,MDT,53
DAY,MEM,300
DAY,MIA,147
DAY,MKE,99
DAY,MLI,73
DAY,MLU,71
DAY,ORD,244059
DAY,PGD,28644
DAY,PHL,34326
DAY,PIE,29814
DAY,PVD,191
DAY,PWK,60
DAY,RIC,377
DAY,RNO,318
DAY,SAT,121
DAY,SBN,67
DAY,SCE,46
DAY,SDF,6
DAY,SEA,174
DAY,SFB,22427
DAY,SFO,176
DAY,SHV,67
DAY,SLC,112
DAY,SLN,120
DAY,SPS,142
DAY,STL,40
DAY,SWF,197
DAY,TUS,430
DBQ,GPT,956
DBQ,IAD,658
DBQ,IFP,1393
DBQ,LAS,497
DBQ,MCO,6919
DBQ,MSP,119
DBQ,OPF,12
DBQ,ORD,2110
DCA,DEN,472861
DCA,DFW,950867
DCA,DSM,80054
DCA,DTW,518291
DCA,ECP,33483
DCA,ERI,7
DCA,ESC,351
DCA,EVV,755
DCA,EWR,260868
DCA,EYW,62369
DCA,FAY,9
DCA,FLL,596782
DCA,FSD,2272
DCA,FWA,1512
DCA,GRB,276
DCA,GRR,73541
DCA,GSO,65725
DCA,GSP,94508
DCA,HHH,24988
DCA,HOU,248475
DCA,HPN,123722
DCA,HSV,143683
DCA,HYA,8321
DCA,IAD,12188
DCA,IAH,495887
DCA,ICT,34180
DCA,ILM,76722
DCA,IND,252662
DCA,JAN,25532
DCA,JAX,257656
DCA,JFK,272366
DCA,LAF,373
DCA,LAN,25459
DCA,LAS,120364
DCA,LAX,474329
DCA,LBB,163
DCA,LEX,18857
DCA,LGA,587654
DCA,LIT,45179
DCA,LSE,736
DCA,LYH,51
DCA,MCI,312342
DCA,MCO,1269809
DCA,MDT,273
DCA,MDW,491498
DCA,MEM,125814
DCA,MGM,28188
DCA,MHT,134183
DCA,MIA,1075600
DCA,MKE,204375
DCA,MLB,2750
DCA,MSN,101975
DCA,MSP,503048
DCA,MSY,337254
DCA,MVY,28746
DCA,MWA,740
DCA,MYR,67120
DCA,OKC,128931
DCA,OMA,110868
DCA,ONT,112
DCA,OPF,12
DCA,ORD,1376487
DCA,ORF,137594
DCA,ORH,96
DCA,PBI,369672
DCA,PDX,99321
DCA,PHF,476
DCA,PHL,158271
DCA,PHX,389295
DCA,PIA,1191
DCA,PIH,185
DCA,PIT,187355
DCA,PNS,107675
DCA,PVD,374269
DCA,PWK,8
DCA,PWM,197300
DCA,RAP,164
DCA,RDU,314346
DCA,RFD,230
DCA,RIC,6542
DCA,ROA,127
DCA,ROC,121190
DCA,RST,289
DCA,RSW,157012
DCA,SAT,270
DCA,SAV,97637
DCA,SBN,1352
DCA,SCE,35
DCA,SDF,111314
DCA,SEA,199016
DCA,SFO,206016
DCA,SGF,1093
DCA,SHV,174
DCA,SJU,123360
DCA,SLC,124659
DCA,SPI,1106
DCA,SPS,124
DCA,SRQ,77468
DCA,STL,465044
DCA,SWF,740
DCA,SYR,143070
DCA,TEB,16
DCA,TLH,37801
DCA,TPA,482300
DCA,TUL,42665
DCA,TVC,15369
DCA,TYS,108910
DCA,VPS,55971
DCA,XNA,43834
DCK,FAI,15
DCK,GAL,16
DDC,DEN,13704
DDC,LBL,6398
DE2,HTO,6
DE2,RIC,1
DE3,FOK,1
DE3,HTO,8
DE3,IAD,4
DE3,LGA,2
DEC,JLN,4724
DEC,ORD,29390
DEN,DFW,1820230
DEN,DIK,53002
DEN,DRO,270394
DEN,DSM,512451
DEN,DTW,892735
DEN,DVL,13646
DEN,EAR,28249
DEN,ECP,36348
DEN,EGE,147380
DEN,ELP,426660
DEN,EUG,245757
DEN,EWR,961464
DEN,FAI,14814
DEN,FAR,213273
DEN,FAT,266055
DEN,FCA,247906
DEN,FLL,461113
DEN,FSD,295939
DEN,GCC,60737
DEN,GEG,500058
DEN,GFK,148
DEN,GJT,272787
DEN,GRB,17179
DEN,GRK,128
DEN,GRR,389104
DEN,GSO,44052
DEN,GSP,53827
DEN,GTF,116742
DEN,GUC,74012
DEN,HDN,255639
DEN,HLN,65123
DEN,HNL,312781
DEN,HOB,25709
DEN,HOU,693664
DEN,HPN,104
DEN,HRL,665
DEN,HSV,90573
DEN,HYS,24948
DEN,IAD,1156490
DEN,IAH,1671917
DEN,ICT,344912
DEN,IDA,153384
DEN,IFP,2123
DEN,IND,756368
DEN,JAC,277951
DEN,JAX,257902
DEN,JFK,419051
DEN,JLN,17773
DEN,JMS,22542
DEN,KOA,195536
DEN,KTN,130
DEN,LAR,34397
DEN,LAS,2224927
DEN,LAX,2008189
DEN,LBB,93475
DEN,LBF,32064
DEN,LBL,17721
DEN,LEX,45067
DEN,LGA,1296981
DEN,LGB,271010
DEN,LIH,117868
DEN,LIT,253540
DEN,LNK,118761
DEN,LSE,191
DEN,LWS,32916
DEN,MAF,137480
DEN,MCI,1085502
DEN,MCK,5338
DEN,MCO,1483552
DEN,MDT,313
DEN,MDW,839518
DEN,MEM,302802
DEN,MFR,201148
DEN,MHK,522
DEN,MIA,774875
DEN,MKC,149
DEN,MKE,610201
DEN,MLI,45418
DEN,MOT,74517
DEN,MRY,78794
DEN,MSN,305248
DEN,MSO,277447
DEN,MSP,1869376
DEN,MSY,590395
DEN,MTJ,282235
DEN,MYR,12269
DEN,OAK,478991
DEN,OGG,220960
DEN,OKC,580986
DEN,OMA,834638
DEN,ONT,801467
DEN,ORD,2095602
DEN,ORF,153328
DEN,OTH,5958
DEN,PBI,6445
DEN,PDX,1287270
DEN,PHL,924555
DEN,PHX,2519336
DEN,PIA,30849
DEN,PIE,67
DEN,PIH,208
DEN,PIR,28700
DEN,PIT,492813
DEN,PNS,128882
DEN,PRC,28024
DEN,PSC,96604
DEN,PSP,385456
DEN,PTK,166
DEN,PUB,2724
DEN,PVD,40936
DEN,PWM,44021
DEN,RAP,337086
DEN,RDM,172599
DEN,RDU,563782
DEN,RFD,334
DEN,RIC,181481
DEN,RIW,43041
DEN,RKS,42445
DEN,RNO,629261
DEN,ROC,137
DEN,RSW,237003
DEN,SAF,132804
DEN,SAN,1567313
DEN,SAT,800132
DEN,SAV,96585
DEN,SBA,263752
DEN,SBP,115212
DEN,SCF,11
DEN,SDF,258308
DEN,SEA,1912890
DEN,SFO,1793580
DEN,SGF,130284
DEN,SGU,60260
DEN,SHR,56689
DEN,SHV,40202
DEN,SJC,754390
DEN,SJU,91065
DEN,SLC,1914521
DEN,SLN,19976
DEN,SMF,1098772
DEN,SNA,928187
DEN,SRQ,47152
DEN,STL,979183
DEN,SUN,62101
DEN,SUU,62
DEN,SUX,27942
DEN,SWO,254
DEN,SYR,117338
DEN,TEB,1
DEN,TEX,12558
DEN,TPA,953430
DEN,TUL,425769
DEN,TUS,566342
DEN,TVC,39051
DEN,TYS,183434
DEN,VEL,2161
DEN,VNY,13
DEN,WYS,2104
DEN,XNA,212647
DEN,XWA,116848
DEN,YIP,142
DEN,YKM,111
DET,FRG,8
DET,PBI,4
DET,VNY,7
DFW,DRO,125737
DFW,DSM,276494
DFW,DTW,1011055
DFW,ECP,176229
DFW,EGE,168101
DFW,ELD,3700
DFW,ELP,701871
DFW,EUG,84900
DFW,EVV,96364
DFW,EWR,991259
DFW,EYW,103138
DFW,FAR,123499
DFW,FAT,429571
DFW,FAY,7474
DFW,FCA,80616
DFW,FLG,47497
DFW,FLL,958132
DFW,FSD,184631
DFW,FSM,116766
DFW,FWA,114421
DFW,GCK,62437
DFW,GEG,187877
DFW,GGG,67839
DFW,GJT,107379
DFW,GLH,12878
DFW,GNV,50274
DFW,GPT,130266
DFW,GRB,410
DFW,GRI,69239
DFW,GRK,181889
DFW,GRR,267789
DFW,GSO,207790
DFW,GSP,253315
DFW,GTF,330
DFW,GUC,22535
DFW,HDN,40924
DFW,HNL,306610
DFW,HOT,6086
DFW,HOU,266039
DFW,HRL,203736
DFW,HRO,7004
DFW,HSV,264768
DFW,IAD,471029
DFW,IAH,1433305
DFW,ICT,366446
DFW,IDA,63127
DFW,IFP,1817
DFW,ILM,81254
DFW,IND,552707
DFW,JAC,127891
DFW,JAN,223470
DFW,JAX,566742
DFW,JFK,462652
DFW,LAS,1977854
DFW,LAW,89195
DFW,LAX,2285476
DFW,LBB,360431
DFW,LCH,110712
DFW,LEX,172592
DFW,LFT,173764
DFW,LGA,1689131
DFW,LIT,409835
DFW,LRD,173438
DFW,LUK,86
DFW,MAF,358282
DFW,MCI,619509
DFW,MCO,1629678
DFW,MDT,97622
DFW,MDW,160685
DFW,MEM,561291
DFW,MFE,575386
DFW,MGM,114580
DFW,MHK,112884
DFW,MIA,1610213
DFW,MKC,216
DFW,MKE,299184
DFW,MLI,99795
DFW,MLU,108254
DFW,MOB,133538
DFW,MOT,14
DFW,MRY,94340
DFW,MSN,244128
DFW,MSO,96179
DFW,MSP,930534
DFW,MSY,788656
DFW,MTJ,124761
DFW,MWL,27
DFW,MYR,73247
DFW,OAK,68
DFW,OGG,156667
DFW,OKC,679332
DFW,OMA,399742
DFW,ONT,785807
DFW,ORD,1883789
DFW,ORF,285547
DFW,PBI,326712
DFW,PDX,822261
DFW,PHL,1162276
DFW,PHX,1675028
DFW,PIA,95375
DFW,PIT,432883
DFW,PNS,372268
DFW,PSP,313971
DFW,PVD,105
DFW,PVU,33230
DFW,PWA,10
DFW,PWM,15724
DFW,RAP,134819
DFW,RDM,30579
DFW,RDU,661986
DFW,RIC,297033
DFW,RNO,379029
DFW,ROW,96024
DFW,RST,482
DFW,RSW,386219
DFW,SAF,180469
DFW,SAN,1162823
DFW,SAT,1211285
DFW,SAV,233645
DFW,SBA,98175
DFW,SBN,98860
DFW,SBP,102382
DFW,SCE,147
DFW,SDF,396199
DFW,SEA,1558058
DFW,SFO,1299159
DFW,SGF,383593
DFW,SGU,31076
DFW,SHV,229584
DFW,SJC,405727
DFW,SJT,94965
DFW,SJU,302572
DFW,SLC,1128869
DFW,SMF,588254
DFW,SNA,812296
DFW,SPI,54
DFW,SPS,56157
DFW,SRQ,101455
DFW,STL,535497
DFW,STP,1
DFW,STS,41688
DFW,STT,10449
DFW,SWO,64780
DFW,SYR,95596
DFW,TBN,13452
DFW,TLH,118414
DFW,TPA,895640
DFW,TRI,67648
DFW,TUL,614872
DFW,TUP,4398
DFW,TUS,692990
DFW,TVC,33566
DFW,TXK,71703
DFW,TYR,98755
DFW,TYS,371375
DFW,VNY,8
DFW,VPS,312503
DFW,XNA,473391
DFW,YUM,37564
DGB,KOZ,45
DGB,ORI,2
DHB,FBS,542
DHB,KEH,208
DHB,LKE,1592
DHB,LPS,316
DHB,RCE,832
DHB,RSJ,231
DHB,WSX,251
DHN,HSV,38
DHN,IND,1
DHN,JAX,1
DHN,LFT,65
DIO,OME,443
DJN,GKN,8
DJN,MTX,28
DKK,HPN,3
DKK,PIT,4
DLF,N1C,100
DLG,DUT,28
DLG,EGX,12
DLG,IGG,32
DLG,ILI,111
DLG,KEK,1451
DLG,KGK,1648
DLG,KLL,608
DLG,KMO,2552
DLG,KNK,6
DLG,KNW,3020
DLG,KWN,15
DLG,NNK,7
DLG,PIP,6
DLG,PTA,36
DLG,PTH,18
DLG,SDP,16
DLG,SNP,45
DLG,TOG,4428
DLG,TWA,2182
DLG,WSN,227
DLH,DTW,139
DLH,EWR,107
DLH,IAD,126
DLH,IFP,1981
DLH,LAX,180
DLH,LGA,159
DLH,MKE,66
DLH,MSN,73
DLH,MSP,154415
DLH,MSY,177
DLH,ORD,106438
DLH,PHL,155
DLH,RSW,7710
DLH,SNA,102
DLS,PAE,2
DLS,XWW,7
DMN,LRU,5
DNL,PBI,6
DNL,SRQ,2
DOF,HYG,1
DOF,WFB,14
DPA,OCF,2
DQK,N1C,211
DQN,OPF,10
DQS,FLG,49
DQS,GCN,176
DQS,L41,1748
DQS,PGA,202
DRG,ELI,12
DRG,FAI,14
DRG,IAN,21
DRG,KVL,44
DRG,OME,512
DRG,ORV,21
DRG,OTZ,3641
DRG,RDB,24
DRG,SHH,2
DRG,WLK,26
DRG,WTK,5
DRO,GJT,131
DRO,IAH,3387
DRO,PHX,99117
DRO,SLC,2
DRO,SMX,1
DSI,FXE,3
DSI,HOU,1501
DSI,MCN,1
DSI,ORL,3
DSI,TN8,5
DSM,DTW,117024
DSM,EUG,288
DSM,EWR,27441
DSM,FLL,27108
DSM,FOE,47
DSM,FRG,4
DSM,FSD,95
DSM,GEG,255
DSM,GFK,266
DSM,GPT,142
DSM,GRR,163
DSM,GSP,235
DSM,HOU,18842
DSM,HSV,155
DSM,IAD,357
DSM,IAH,112203
DSM,IFP,1884
DSM,IND,481
DSM,JAX,180
DSM,LAN,11
DSM,LAS,169629
DSM,LAX,7596
DSM,LBB,623
DSM,LEX,183
DSM,LGA,98710
DSM,LIT,8
DSM,MCI,329
DSM,MCO,21099
DSM,MDW,389
DSM,MEM,412
DSM,MHK,413
DSM,MIA,21289
DSM,MKE,209
DSM,MLI,13
DSM,MSN,65
DSM,MSO,33
DSM,MSP,129347
DSM,MSY,82
DSM,OAK,95
DSM,OKC,380
DSM,OMA,1891
DSM,ONT,99
DSM,ORD,392011
DSM,PDX,14370
DSM,PGD,46426
DSM,PHL,129
DSM,PHX,183259
DSM,PIA,135
DSM,PIE,51844
DSM,PIT,165
DSM,PSM,46
DSM,PVU,95
DSM,RDU,265
DSM,RIC,56
DSM,RNO,196
DSM,RSW,222
DSM,SAN,7832
DSM,SBA,2
DSM,SBN,148
DSM,SFB,51438
DSM,SFO,362
DSM,SJC,96
DSM,SLC,432
DSM,SNA,35407
DSM,SRQ,17963
DSM,STL,154651
DSM,SUX,123
DSM,SWF,305
DSM,TN8,16
DSM,TOL,182
DSM,TPA,147
DSM,VPS,3125
DTW,ELM,83516
DTW,ERI,42
DTW,ESC,17945
DTW,EVV,67
DTW,EWR,594115
DTW,FLL,829760
DTW,FNT,457
DTW,FRG,157
DTW,FWA,21297
DTW,GEG,208
DTW,GPT,11378
DTW,GRB,129350
DTW,GRR,263243
DTW,GSO,55542
DTW,GSP,96939
DTW,HNL,145544
DTW,HOU,1259
DTW,HPN,102979
DTW,HSV,32646
DTW,IAD,277086
DTW,IAH,650144
DTW,ICT,767
DTW,IFP,2414
DTW,IMT,21772
DTW,IND,227940
DTW,JAN,157
DTW,JAX,138578
DTW,JFK,270921
DTW,LAF,191
DTW,LAN,104211
DTW,LAS,1006818
DTW,LAX,931943
DTW,LBE,174
DTW,LEX,94479
DTW,LGA,1074409
DTW,LGB,131
DTW,LIT,136
DTW,LWB,524
DTW,MBS,129311
DTW,MCI,249800
DTW,MCO,1318684
DTW,MDT,68510
DTW,MDW,369191
DTW,MEM,120040
DTW,MIA,451874
DTW,MKC,64
DTW,MKE,238460
DTW,MQT,36564
DTW,MSN,199270
DTW,MSP,731001
DTW,MSY,229090
DTW,MYR,146950
DTW,OAK,70
DTW,OGG,251
DTW,OKC,1021
DTW,OMA,127020
DTW,ONT,362
DTW,ORD,832089
DTW,ORF,110380
DTW,PBI,125583
DTW,PDK,24
DTW,PDX,100325
DTW,PHL,603255
DTW,PHX,764498
DTW,PIA,12
DTW,PIE,64
DTW,PIT,195727
DTW,PLN,61716
DTW,PNS,148
DTW,PSP,158
DTW,PVD,118553
DTW,PVU,80
DTW,PWM,97874
DTW,RDU,336302
DTW,RHI,1
DTW,RIC,139885
DTW,ROC,174096
DTW,RSW,639215
DTW,SAN,375447
DTW,SAT,186607
DTW,SAV,47987
DTW,SBN,41622
DTW,SDF,140391
DTW,SEA,680718
DTW,SFB,328
DTW,SFO,458144
DTW,SGF,60
DTW,SHV,287
DTW,SJC,701
DTW,SJU,98706
DTW,SLC,485609
DTW,SMF,26851
DTW,SNA,79553
DTW,SPS,72
DTW,SRQ,32151
DTW,STL,366586
DTW,STX,149
DTW,SYR,191180
DTW,TEB,4
DTW,TLH,158
DTW,TOL,229
DTW,TPA,742244
DTW,TUL,488
DTW,TVC,175212
DTW,TWF,158
DTW,TYS,72417
DTW,VNY,7
DTW,XNA,4437
DUJ,IAD,5307
DUJ,MGW,1
DUJ,PIT,5748
DUJ,TEB,4
DUT,HOM,8
DUT,IKO,339
DUT,KFP,14
DUT,KQA,54
DUT,KVC,1
DUT,SDP,2878
DUT,SNP,127
DUT,STG,393
DVL,JMS,12557
DVT,PHX,20
DVT,QAJ,16
DVT,SAD,20
DVT,SAN,3
DVT,SNA,2
DVT,SVC,47
DVT,TSM,5
DVT,TUS,14
DVT,VNY,6
DWH,LWB,7
DWH,PBI,12
DXR,FOK,10
DXR,IAD,1
DXR,LEB,8
DXR,MVY,20
DXR,NYS,8
DXR,OWD,2
DYL,ERI,10
DYL,FOK,1
DYL,ORF,4
EAA,FAI,1300
EAA,ORT,25
EAA,TKJ,11
EAR,FRG,11
EAR,OAK,1
EAR,SMF,1
EAT,FRD,8
EAT,OTS,2
EAT,PDX,6
EAT,SEA,86352
EAU,GRB,84
EAU,IFP,3878
EAU,LAS,4421
EAU,LSE,179
EAU,MCO,8186
EAU,MSP,12242
EAU,MYR,179
EAU,ORD,1537
EAU,RNO,359
EAU,RSW,14796
ECP,ELP,119
ECP,FLL,124
ECP,GGG,70
ECP,GSO,14
ECP,GSP,166
ECP,HOU,93502
ECP,HPN,6
ECP,HSV,160
ECP,IAH,109262
ECP,IND,11221
ECP,JAX,132
ECP,LAS,7
ECP,LEX,6
ECP,LFT,49
ECP,LIT,183
ECP,MCI,22656
ECP,MCO,605
ECP,MDW,48251
ECP,MEM,279
ECP,MKL,2
ECP,MOB,136
ECP,MQY,77
ECP,MSP,125
ECP,MSY,999
ECP,OKC,141
ECP,ORD,33620
ECP,ORF,143
ECP,PHL,2233
ECP,PNS,697
ECP,PVU,70
ECP,RDU,74
ECP,ROC,163
ECP,SAT,276
ECP,SCF,8
ECP,SHV,75
ECP,SLC,185
ECP,SRQ,141
ECP,STL,79792
ECP,TLH,397
ECP,TN8,37
ECP,TPA,1237
ECP,TUL,87
ECP,TXK,145
ECP,VPS,208
EDA,KCC,13
EDA,KTB,1
EDA,NKI,43
EDA,PPV,6
EDA,WFB,108
EDA,WWP,2
EDE,RDU,16
EEK,GNU,37
EEK,KKH,63
EEK,KKI,1
EEK,KPN,67
EEK,KUK,27
EEK,KWK,85
EEK,KWN,2301
EEK,KWT,8
EEK,NME,16
EEK,PKA,14
EEK,PTU,23
EEK,TLT,2
EEK,VAK,2
EEK,WNA,25
EEK,WTL,765
EEN,FOK,9
EEN,JFK,4
EFD,MDH,157
EFK,MHT,8
EFK,PYM,4
EGE,EWR,28552
EGE,FTW,24
EGE,GJT,70
EGE,HPN,50
EGE,HSH,4
EGE,IAH,28151
EGE,JFK,18147
EGE,LAX,21851
EGE,MAF,112
EGE,MCI,153
EGE,MIA,26970
EGE,OGD,5
EGE,OMA,4
EGE,ORD,56781
EGE,OUN,4
EGE,PAE,2
EGE,PBI,6
EGE,PGV,5
EGE,PHX,6116
EGE,PTK,10
EGE,PVU,2
EGE,SAN,357
EGE,SBA,12
EGE,SCF,4
EGE,SEA,448
EGE,SFO,8377
EGE,SLC,174
EGE,SNA,12
EGE,STL,14
EGE,TEB,24
EGE,TMB,12
EGE,TN8,3
EGE,VNY,6
EGV,MDW,11
EGV,ORD,5
EGV,PWK,52
EGX,ENA,14
EGX,KCG,1
EGX,KPV,4
EGX,PIP,33
EGX,PTH,59
EGX,UGS,15
EGX,WSN,18
EHM,NUP,2
EKO,MRY,1
EKO,SLC,25479
EKO,STS,2
ELD,HOT,6
ELD,MEM,1348
ELD,MQY,1
ELI,GAL,2
ELI,GLV,2264
ELI,HPB,1
ELI,KKA,633
ELI,KTS,40
ELI,OME,3720
ELI,SHH,18
ELI,SKK,146
ELI,SMK,26
ELI,TLA,18
ELI,UNK,236
ELI,WBB,28
ELI,WLK,18
ELI,WMO,352
ELM,EWR,2
ELM,HYA,1
ELM,IND,195
ELM,JFK,5
ELM,OXC,6
ELM,PGD,10243
ELM,PIE,35326
ELM,PTW,2
ELM,SFB,41506
ELM,TEB,6
ELP,FAT,287
ELP,FLL,313
ELP,FNL,307
ELP,FSM,72
ELP,GCK,72
ELP,GEG,137
ELP,HOU,248982
ELP,HRL,1541
ELP,IAH,260273
ELP,IFP,1343
ELP,IND,142
ELP,LAS,336563
ELP,LAX,201230
ELP,LBB,272
ELP,LGB,58973
ELP,LIT,27
ELP,LNK,315
ELP,LRD,2167
ELP,LYH,639
ELP,MAF,889
ELP,MCO,20539
ELP,MDT,80
ELP,MDW,54583
ELP,MEM,5
ELP,MFE,1727
ELP,MIA,818
ELP,MKE,1
ELP,MLU,298
ELP,MQY,309
ELP,OAK,2
ELP,OKC,160
ELP,ONT,2502
ELP,ORD,82684
ELP,PDX,65
ELP,PHL,1173
